1333
1529
1406
1529
1425
1425
1491
1442
1345
1488
1364
1531
1432
1379
1641
1634
1734
1842
1916
1666
1724
1775
1934
1640
1675
1659
1772
1892
1713
1647
1750
1620
1875
1593
1675
1846
1684
1871
1838
1714
1735
1657
1781
1594
1578
1602
1670
1726
1637
1691
1598
1770
1823
1701
1692
1651
1728
1753
1796
1762
1576
1636
1502
1438
1633
1751
1712
1559
1762
1830
1743
1702
1723
1668
1776
1834
1662
1605
1736
1649
1610
1898
1667
1620
1617
1746
1835
1732
1771
1699
1734
1609
1666
1693
1802
1729
1633
1787
1715
1677
